rel_path,source_type,scanner,dpi,doc_id
Wikipedia\EpsonV370-1\150\s6_53.tif,Wikipedia,EpsonV370-1,150,s6_53
Wikipedia\EpsonV370-1\150\s6_54.tif,Wikipedia,EpsonV370-1,150,s6_54
Wikipedia\EpsonV370-1\150\s6_55.tif,Wikipedia,EpsonV370-1,150,s6_55
Wikipedia\EpsonV370-1\150\s6_56.tif,Wikipedia,EpsonV370-1,150,s6_56
Wikipedia\EpsonV370-1\150\s6_57.tif,Wikipedia,EpsonV370-1,150,s6_57
Wikipedia\EpsonV370-1\150\s6_58.tif,Wikipedia,EpsonV370-1,150,s6_58
Wikipedia\EpsonV370-1\150\s6_59.tif,Wikipedia,EpsonV370-1,150,s6_59
Wikipedia\EpsonV370-1\150\s6_60.tif,Wikipedia,EpsonV370-1,150,s6_60
Wikipedia\EpsonV370-1\150\s6_61.tif,Wikipedia,EpsonV370-1,150,s6_61
Wikipedia\EpsonV370-1\150\s6_62.tif,Wikipedia,EpsonV370-1,150,s6_62
Wikipedia\EpsonV370-1\150\s6_63.tif,Wikipedia,EpsonV370-1,150,s6_63
Wikipedia\EpsonV370-1\150\s6_64.tif,Wikipedia,EpsonV370-1,150,s6_64
Wikipedia\EpsonV370-1\150\s6_65.tif,Wikipedia,EpsonV370-1,150,s6_65
Wikipedia\EpsonV370-1\150\s6_66.tif,Wikipedia,EpsonV370-1,150,s6_66
Wikipedia\EpsonV370-1\150\s6_67.tif,Wikipedia,EpsonV370-1,150,s6_67
Wikipedia\EpsonV370-1\150\s6_68.tif,Wikipedia,EpsonV370-1,150,s6_68
Wikipedia\EpsonV370-1\150\s6_69.tif,Wikipedia,EpsonV370-1,150,s6_69
Wikipedia\EpsonV370-1\150\s6_70.tif,Wikipedia,EpsonV370-1,150,s6_70
Wikipedia\EpsonV370-1\150\s6_71.tif,Wikipedia,EpsonV370-1,150,s6_71
Wikipedia\EpsonV370-1\150\s6_72.tif,Wikipedia,EpsonV370-1,150,s6_72
Wikipedia\EpsonV370-1\150\s6_73.tif,Wikipedia,EpsonV370-1,150,s6_73
Wikipedia\EpsonV370-1\150\s6_74.tif,Wikipedia,EpsonV370-1,150,s6_74
Wikipedia\EpsonV370-1\150\s6_75.tif,Wikipedia,EpsonV370-1,150,s6_75
Wikipedia\EpsonV370-1\150\s6_76.tif,Wikipedia,EpsonV370-1,150,s6_76
Wikipedia\EpsonV370-1\150\s6_77.tif,Wikipedia,EpsonV370-1,150,s6_77
Wikipedia\EpsonV370-1\150\s6_78.tif,Wikipedia,EpsonV370-1,150,s6_78
Wikipedia\EpsonV370-1\150\s6_79.tif,Wikipedia,EpsonV370-1,150,s6_79
Wikipedia\EpsonV370-1\150\s6_80.tif,Wikipedia,EpsonV370-1,150,s6_80
Wikipedia\EpsonV370-1\150\s6_81.tif,Wikipedia,EpsonV370-1,150,s6_81
Wikipedia\EpsonV370-1\150\s6_82.tif,Wikipedia,EpsonV370-1,150,s6_82
Wikipedia\EpsonV370-1\150\s6_83.tif,Wikipedia,EpsonV370-1,150,s6_83
Wikipedia\EpsonV370-1\150\s6_84.tif,Wikipedia,EpsonV370-1,150,s6_84
Wikipedia\EpsonV370-1\150\s6_85.tif,Wikipedia,EpsonV370-1,150,s6_85
Wikipedia\EpsonV370-1\150\s6_86.tif,Wikipedia,EpsonV370-1,150,s6_86
Wikipedia\EpsonV370-1\150\s6_87.tif,Wikipedia,EpsonV370-1,150,s6_87
Wikipedia\EpsonV370-1\150\s6_88.tif,Wikipedia,EpsonV370-1,150,s6_88
Wikipedia\EpsonV370-1\150\s6_89.tif,Wikipedia,EpsonV370-1,150,s6_89
Wikipedia\EpsonV370-1\150\s6_90.tif,Wikipedia,EpsonV370-1,150,s6_90
Wikipedia\EpsonV370-1\150\s6_91.tif,Wikipedia,EpsonV370-1,150,s6_91
Wikipedia\EpsonV370-1\150\s6_92.tif,Wikipedia,EpsonV370-1,150,s6_92
Wikipedia\EpsonV370-1\150\s6_93.tif,Wikipedia,EpsonV370-1,150,s6_93
Wikipedia\EpsonV370-1\150\s6_94.tif,Wikipedia,EpsonV370-1,150,s6_94
Wikipedia\EpsonV370-1\150\s6_95.tif,Wikipedia,EpsonV370-1,150,s6_95
Wikipedia\EpsonV370-1\150\s6_96.tif,Wikipedia,EpsonV370-1,150,s6_96
Wikipedia\EpsonV370-1\150\s6_97.tif,Wikipedia,EpsonV370-1,150,s6_97
Wikipedia\EpsonV370-1\150\s6_98.tif,Wikipedia,EpsonV370-1,150,s6_98
Wikipedia\EpsonV370-1\150\s6_99.tif,Wikipedia,EpsonV370-1,150,s6_99
Wikipedia\EpsonV370-1\300\s6_100.tif,Wikipedia,EpsonV370-1,300,s6_100
Wikipedia\EpsonV370-1\300\s6_101.tif,Wikipedia,EpsonV370-1,300,s6_101
Wikipedia\EpsonV370-1\300\s6_102.tif,Wikipedia,EpsonV370-1,300,s6_102
Wikipedia\EpsonV370-1\300\s6_103.tif,Wikipedia,EpsonV370-1,300,s6_103
Wikipedia\EpsonV370-1\300\s6_104.tif,Wikipedia,EpsonV370-1,300,s6_104
Wikipedia\EpsonV370-1\300\s6_105.tif,Wikipedia,EpsonV370-1,300,s6_105
Wikipedia\EpsonV370-1\300\s6_106.tif,Wikipedia,EpsonV370-1,300,s6_106
Wikipedia\EpsonV370-1\300\s6_107.tif,Wikipedia,EpsonV370-1,300,s6_107
Wikipedia\EpsonV370-1\300\s6_108.tif,Wikipedia,EpsonV370-1,300,s6_108
Wikipedia\EpsonV370-1\300\s6_33.tif,Wikipedia,EpsonV370-1,300,s6_33
Wikipedia\EpsonV370-1\300\s6_37.tif,Wikipedia,EpsonV370-1,300,s6_37
Wikipedia\EpsonV370-1\300\s6_39.tif,Wikipedia,EpsonV370-1,300,s6_39
Wikipedia\EpsonV370-1\300\s6_40.tif,Wikipedia,EpsonV370-1,300,s6_40
Wikipedia\EpsonV370-1\300\s6_43.tif,Wikipedia,EpsonV370-1,300,s6_43
Wikipedia\EpsonV370-1\300\s6_45.tif,Wikipedia,EpsonV370-1,300,s6_45
Wikipedia\EpsonV370-1\300\s6_46.tif,Wikipedia,EpsonV370-1,300,s6_46
Wikipedia\EpsonV370-1\300\s6_47.tif,Wikipedia,EpsonV370-1,300,s6_47
Wikipedia\EpsonV370-1\300\s6_49.tif,Wikipedia,EpsonV370-1,300,s6_49
Wikipedia\EpsonV370-1\300\s6_50.tif,Wikipedia,EpsonV370-1,300,s6_50
Wikipedia\EpsonV370-1\300\s6_53.tif,Wikipedia,EpsonV370-1,300,s6_53
Wikipedia\EpsonV370-1\300\s6_55.tif,Wikipedia,EpsonV370-1,300,s6_55
Wikipedia\EpsonV370-1\300\s6_56.tif,Wikipedia,EpsonV370-1,300,s6_56
Wikipedia\EpsonV370-1\300\s6_57.tif,Wikipedia,EpsonV370-1,300,s6_57
Wikipedia\EpsonV370-1\300\s6_58.tif,Wikipedia,EpsonV370-1,300,s6_58
Wikipedia\EpsonV370-1\300\s6_59.tif,Wikipedia,EpsonV370-1,300,s6_59
Wikipedia\EpsonV370-1\300\s6_60.tif,Wikipedia,EpsonV370-1,300,s6_60
Wikipedia\EpsonV370-1\300\s6_61.tif,Wikipedia,EpsonV370-1,300,s6_61
Wikipedia\EpsonV370-1\300\s6_62.tif,Wikipedia,EpsonV370-1,300,s6_62
Wikipedia\EpsonV370-1\300\s6_63.tif,Wikipedia,EpsonV370-1,300,s6_63
Wikipedia\EpsonV370-1\300\s6_64.tif,Wikipedia,EpsonV370-1,300,s6_64
Wikipedia\EpsonV370-1\300\s6_65.tif,Wikipedia,EpsonV370-1,300,s6_65
Wikipedia\EpsonV370-1\300\s6_66.tif,Wikipedia,EpsonV370-1,300,s6_66
Wikipedia\EpsonV370-1\300\s6_67.tif,Wikipedia,EpsonV370-1,300,s6_67
Wikipedia\EpsonV370-1\300\s6_68.tif,Wikipedia,EpsonV370-1,300,s6_68
Wikipedia\EpsonV370-1\300\s6_69.tif,Wikipedia,EpsonV370-1,300,s6_69
Wikipedia\EpsonV370-1\300\s6_70.tif,Wikipedia,EpsonV370-1,300,s6_70
Wikipedia\EpsonV370-1\300\s6_71.tif,Wikipedia,EpsonV370-1,300,s6_71
Wikipedia\EpsonV370-1\300\s6_72.tif,Wikipedia,EpsonV370-1,300,s6_72
Wikipedia\EpsonV370-1\300\s6_73.tif,Wikipedia,EpsonV370-1,300,s6_73
Wikipedia\EpsonV370-1\300\s6_74.tif,Wikipedia,EpsonV370-1,300,s6_74
Wikipedia\EpsonV370-1\300\s6_75.tif,Wikipedia,EpsonV370-1,300,s6_75
Wikipedia\EpsonV370-1\300\s6_76.tif,Wikipedia,EpsonV370-1,300,s6_76
Wikipedia\EpsonV370-1\300\s6_77.tif,Wikipedia,EpsonV370-1,300,s6_77
Wikipedia\EpsonV370-1\300\s6_78.tif,Wikipedia,EpsonV370-1,300,s6_78
Wikipedia\EpsonV370-1\300\s6_79.tif,Wikipedia,EpsonV370-1,300,s6_79
Wikipedia\EpsonV370-1\300\s6_80.tif,Wikipedia,EpsonV370-1,300,s6_80
Wikipedia\EpsonV370-1\300\s6_81.tif,Wikipedia,EpsonV370-1,300,s6_81
Wikipedia\EpsonV370-1\300\s6_82.tif,Wikipedia,EpsonV370-1,300,s6_82
Wikipedia\EpsonV370-1\300\s6_83.tif,Wikipedia,EpsonV370-1,300,s6_83
Wikipedia\EpsonV370-1\300\s6_84.tif,Wikipedia,EpsonV370-1,300,s6_84
Wikipedia\EpsonV370-1\300\s6_85.tif,Wikipedia,EpsonV370-1,300,s6_85
Wikipedia\EpsonV370-1\300\s6_86.tif,Wikipedia,EpsonV370-1,300,s6_86
Wikipedia\EpsonV370-1\300\s6_87.tif,Wikipedia,EpsonV370-1,300,s6_87
Wikipedia\EpsonV370-1\300\s6_88.tif,Wikipedia,EpsonV370-1,300,s6_88
Wikipedia\EpsonV370-1\300\s6_89.tif,Wikipedia,EpsonV370-1,300,s6_89
Wikipedia\EpsonV370-1\300\s6_90.tif,Wikipedia,EpsonV370-1,300,s6_90
Wikipedia\EpsonV370-1\300\s6_91.tif,Wikipedia,EpsonV370-1,300,s6_91
Wikipedia\EpsonV370-1\300\s6_92.tif,Wikipedia,EpsonV370-1,300,s6_92
Wikipedia\EpsonV370-1\300\s6_93.tif,Wikipedia,EpsonV370-1,300,s6_93
Wikipedia\EpsonV370-1\300\s6_94.tif,Wikipedia,EpsonV370-1,300,s6_94
Wikipedia\EpsonV370-1\300\s6_95.tif,Wikipedia,EpsonV370-1,300,s6_95
Wikipedia\EpsonV370-1\300\s6_96.tif,Wikipedia,EpsonV370-1,300,s6_96
Wikipedia\EpsonV370-1\300\s6_97.tif,Wikipedia,EpsonV370-1,300,s6_97
Wikipedia\EpsonV370-1\300\s6_98.tif,Wikipedia,EpsonV370-1,300,s6_98
Wikipedia\EpsonV370-1\300\s6_99.tif,Wikipedia,EpsonV370-1,300,s6_99
Wikipedia\EpsonV370-2\150\s7_101.tif,Wikipedia,EpsonV370-2,150,s7_101
Wikipedia\EpsonV370-2\150\s7_105.tif,Wikipedia,EpsonV370-2,150,s7_105
Wikipedia\EpsonV370-2\150\s7_108.tif,Wikipedia,EpsonV370-2,150,s7_108
Wikipedia\EpsonV370-2\150\s7_11.tif,Wikipedia,EpsonV370-2,150,s7_11
Wikipedia\EpsonV370-2\150\s7_17.tif,Wikipedia,EpsonV370-2,150,s7_17
Wikipedia\EpsonV370-2\150\s7_61.tif,Wikipedia,EpsonV370-2,150,s7_61
Wikipedia\EpsonV370-2\150\s7_67.tif,Wikipedia,EpsonV370-2,150,s7_67
Wikipedia\EpsonV370-2\150\s7_68.tif,Wikipedia,EpsonV370-2,150,s7_68
Wikipedia\EpsonV370-2\150\s7_93.tif,Wikipedia,EpsonV370-2,150,s7_93
Wikipedia\EpsonV370-2\300\s7_1.tif,Wikipedia,EpsonV370-2,300,s7_1
Wikipedia\EpsonV370-2\300\s7_100.tif,Wikipedia,EpsonV370-2,300,s7_100
Wikipedia\EpsonV370-2\300\s7_101.tif,Wikipedia,EpsonV370-2,300,s7_101
Wikipedia\EpsonV370-2\300\s7_102.tif,Wikipedia,EpsonV370-2,300,s7_102
Wikipedia\EpsonV370-2\300\s7_103.tif,Wikipedia,EpsonV370-2,300,s7_103
Wikipedia\EpsonV370-2\300\s7_104.tif,Wikipedia,EpsonV370-2,300,s7_104
Wikipedia\EpsonV370-2\300\s7_105.tif,Wikipedia,EpsonV370-2,300,s7_105
Wikipedia\EpsonV370-2\300\s7_106.tif,Wikipedia,EpsonV370-2,300,s7_106
Wikipedia\EpsonV370-2\300\s7_107.tif,Wikipedia,EpsonV370-2,300,s7_107
Wikipedia\EpsonV370-2\300\s7_108.tif,Wikipedia,EpsonV370-2,300,s7_108
Wikipedia\EpsonV370-2\300\s7_2.tif,Wikipedia,EpsonV370-2,300,s7_2
Wikipedia\EpsonV370-2\300\s7_22.tif,Wikipedia,EpsonV370-2,300,s7_22
Wikipedia\EpsonV370-2\300\s7_23.tif,Wikipedia,EpsonV370-2,300,s7_23
Wikipedia\EpsonV370-2\300\s7_24.tif,Wikipedia,EpsonV370-2,300,s7_24
Wikipedia\EpsonV370-2\300\s7_25.tif,Wikipedia,EpsonV370-2,300,s7_25
Wikipedia\EpsonV370-2\300\s7_27.tif,Wikipedia,EpsonV370-2,300,s7_27
Wikipedia\EpsonV370-2\300\s7_29.tif,Wikipedia,EpsonV370-2,300,s7_29
Wikipedia\EpsonV370-2\300\s7_30.tif,Wikipedia,EpsonV370-2,300,s7_30
Wikipedia\EpsonV370-2\300\s7_31.tif,Wikipedia,EpsonV370-2,300,s7_31
Wikipedia\EpsonV370-2\300\s7_32.tif,Wikipedia,EpsonV370-2,300,s7_32
Wikipedia\EpsonV370-2\300\s7_33.tif,Wikipedia,EpsonV370-2,300,s7_33
Wikipedia\EpsonV370-2\300\s7_35.tif,Wikipedia,EpsonV370-2,300,s7_35
Wikipedia\EpsonV370-2\300\s7_36.tif,Wikipedia,EpsonV370-2,300,s7_36
Wikipedia\EpsonV370-2\300\s7_37.tif,Wikipedia,EpsonV370-2,300,s7_37
Wikipedia\EpsonV370-2\300\s7_38.tif,Wikipedia,EpsonV370-2,300,s7_38
Wikipedia\EpsonV370-2\300\s7_39.tif,Wikipedia,EpsonV370-2,300,s7_39
Wikipedia\EpsonV370-2\300\s7_40.tif,Wikipedia,EpsonV370-2,300,s7_40
Wikipedia\EpsonV370-2\300\s7_44.tif,Wikipedia,EpsonV370-2,300,s7_44
Wikipedia\EpsonV370-2\300\s7_45.tif,Wikipedia,EpsonV370-2,300,s7_45
Wikipedia\EpsonV370-2\300\s7_46.tif,Wikipedia,EpsonV370-2,300,s7_46
Wikipedia\EpsonV370-2\300\s7_47.tif,Wikipedia,EpsonV370-2,300,s7_47
Wikipedia\EpsonV370-2\300\s7_48.tif,Wikipedia,EpsonV370-2,300,s7_48
Wikipedia\EpsonV370-2\300\s7_49.tif,Wikipedia,EpsonV370-2,300,s7_49
Wikipedia\EpsonV370-2\300\s7_50.tif,Wikipedia,EpsonV370-2,300,s7_50
Wikipedia\EpsonV370-2\300\s7_51.tif,Wikipedia,EpsonV370-2,300,s7_51
Wikipedia\EpsonV370-2\300\s7_52.tif,Wikipedia,EpsonV370-2,300,s7_52
Wikipedia\EpsonV370-2\300\s7_53.tif,Wikipedia,EpsonV370-2,300,s7_53
Wikipedia\EpsonV370-2\300\s7_54.tif,Wikipedia,EpsonV370-2,300,s7_54
Wikipedia\EpsonV370-2\300\s7_55.tif,Wikipedia,EpsonV370-2,300,s7_55
Wikipedia\EpsonV370-2\300\s7_56.tif,Wikipedia,EpsonV370-2,300,s7_56
Wikipedia\EpsonV370-2\300\s7_57.tif,Wikipedia,EpsonV370-2,300,s7_57
Wikipedia\EpsonV370-2\300\s7_58.tif,Wikipedia,EpsonV370-2,300,s7_58
Wikipedia\EpsonV370-2\300\s7_59.tif,Wikipedia,EpsonV370-2,300,s7_59
Wikipedia\EpsonV370-2\300\s7_60.tif,Wikipedia,EpsonV370-2,300,s7_60
Wikipedia\EpsonV370-2\300\s7_61.tif,Wikipedia,EpsonV370-2,300,s7_61
Wikipedia\EpsonV370-2\300\s7_62.tif,Wikipedia,EpsonV370-2,300,s7_62
Wikipedia\EpsonV370-2\300\s7_63.tif,Wikipedia,EpsonV370-2,300,s7_63
Wikipedia\EpsonV370-2\300\s7_64.tif,Wikipedia,EpsonV370-2,300,s7_64
Wikipedia\EpsonV370-2\300\s7_65.tif,Wikipedia,EpsonV370-2,300,s7_65
Wikipedia\EpsonV370-2\300\s7_66.tif,Wikipedia,EpsonV370-2,300,s7_66
Wikipedia\EpsonV370-2\300\s7_67.tif,Wikipedia,EpsonV370-2,300,s7_67
Wikipedia\EpsonV370-2\300\s7_68.tif,Wikipedia,EpsonV370-2,300,s7_68
Wikipedia\EpsonV370-2\300\s7_69.tif,Wikipedia,EpsonV370-2,300,s7_69
Wikipedia\EpsonV370-2\300\s7_70.tif,Wikipedia,EpsonV370-2,300,s7_70
Wikipedia\EpsonV370-2\300\s7_71.tif,Wikipedia,EpsonV370-2,300,s7_71
Wikipedia\EpsonV370-2\300\s7_72.tif,Wikipedia,EpsonV370-2,300,s7_72
Wikipedia\EpsonV370-2\300\s7_73.tif,Wikipedia,EpsonV370-2,300,s7_73
Wikipedia\EpsonV370-2\300\s7_74.tif,Wikipedia,EpsonV370-2,300,s7_74
Wikipedia\EpsonV370-2\300\s7_75.tif,Wikipedia,EpsonV370-2,300,s7_75
Wikipedia\EpsonV370-2\300\s7_76.tif,Wikipedia,EpsonV370-2,300,s7_76
Wikipedia\EpsonV370-2\300\s7_77.tif,Wikipedia,EpsonV370-2,300,s7_77
Wikipedia\EpsonV370-2\300\s7_78.tif,Wikipedia,EpsonV370-2,300,s7_78
Wikipedia\EpsonV370-2\300\s7_79.tif,Wikipedia,EpsonV370-2,300,s7_79
Wikipedia\EpsonV370-2\300\s7_80.tif,Wikipedia,EpsonV370-2,300,s7_80
Wikipedia\EpsonV370-2\300\s7_81.tif,Wikipedia,EpsonV370-2,300,s7_81
Wikipedia\EpsonV370-2\300\s7_82.tif,Wikipedia,EpsonV370-2,300,s7_82
Wikipedia\EpsonV370-2\300\s7_83.tif,Wikipedia,EpsonV370-2,300,s7_83
Wikipedia\EpsonV370-2\300\s7_84.tif,Wikipedia,EpsonV370-2,300,s7_84
Wikipedia\EpsonV370-2\300\s7_85.tif,Wikipedia,EpsonV370-2,300,s7_85
Wikipedia\EpsonV370-2\300\s7_86.tif,Wikipedia,EpsonV370-2,300,s7_86
Wikipedia\EpsonV370-2\300\s7_87.tif,Wikipedia,EpsonV370-2,300,s7_87
Wikipedia\EpsonV370-2\300\s7_88.tif,Wikipedia,EpsonV370-2,300,s7_88
Wikipedia\EpsonV370-2\300\s7_89.tif,Wikipedia,EpsonV370-2,300,s7_89
Wikipedia\EpsonV370-2\300\s7_90.tif,Wikipedia,EpsonV370-2,300,s7_90
Wikipedia\EpsonV370-2\300\s7_91.tif,Wikipedia,EpsonV370-2,300,s7_91
Wikipedia\EpsonV370-2\300\s7_92.tif,Wikipedia,EpsonV370-2,300,s7_92
Wikipedia\EpsonV370-2\300\s7_93.tif,Wikipedia,EpsonV370-2,300,s7_93
Wikipedia\EpsonV370-2\300\s7_94.tif,Wikipedia,EpsonV370-2,300,s7_94
Wikipedia\EpsonV370-2\300\s7_95.tif,Wikipedia,EpsonV370-2,300,s7_95
Wikipedia\EpsonV370-2\300\s7_96.tif,Wikipedia,EpsonV370-2,300,s7_96
Wikipedia\EpsonV370-2\300\s7_97.tif,Wikipedia,EpsonV370-2,300,s7_97
Wikipedia\EpsonV370-2\300\s7_98.tif,Wikipedia,EpsonV370-2,300,s7_98
Wikipedia\EpsonV370-2\300\s7_99.tif,Wikipedia,EpsonV370-2,300,s7_99
Wikipedia\EpsonV39-1\150\s8_100.tif,Wikipedia,EpsonV39-1,150,s8_100
Wikipedia\EpsonV39-1\150\s8_101.tif,Wikipedia,EpsonV39-1,150,s8_101
Wikipedia\EpsonV39-1\150\s8_102.tif,Wikipedia,EpsonV39-1,150,s8_102
Wikipedia\EpsonV39-1\150\s8_103.tif,Wikipedia,EpsonV39-1,150,s8_103
Wikipedia\EpsonV39-1\150\s8_104.tif,Wikipedia,EpsonV39-1,150,s8_104
Wikipedia\EpsonV39-1\150\s8_105.tif,Wikipedia,EpsonV39-1,150,s8_105
Wikipedia\EpsonV39-1\150\s8_106.tif,Wikipedia,EpsonV39-1,150,s8_106
Wikipedia\EpsonV39-1\150\s8_107.tif,Wikipedia,EpsonV39-1,150,s8_107
Wikipedia\EpsonV39-1\150\s8_108.tif,Wikipedia,EpsonV39-1,150,s8_108
Wikipedia\EpsonV39-1\150\s8_20.tif,Wikipedia,EpsonV39-1,150,s8_20
Wikipedia\EpsonV39-1\150\s8_22.tif,Wikipedia,EpsonV39-1,150,s8_22
Wikipedia\EpsonV39-1\150\s8_25.tif,Wikipedia,EpsonV39-1,150,s8_25
Wikipedia\EpsonV39-1\150\s8_26.tif,Wikipedia,EpsonV39-1,150,s8_26
Wikipedia\EpsonV39-1\150\s8_28.tif,Wikipedia,EpsonV39-1,150,s8_28
Wikipedia\EpsonV39-1\150\s8_29.tif,Wikipedia,EpsonV39-1,150,s8_29
Wikipedia\EpsonV39-1\150\s8_32.tif,Wikipedia,EpsonV39-1,150,s8_32
Wikipedia\EpsonV39-1\150\s8_33.tif,Wikipedia,EpsonV39-1,150,s8_33
Wikipedia\EpsonV39-1\150\s8_34.tif,Wikipedia,EpsonV39-1,150,s8_34
Wikipedia\EpsonV39-1\150\s8_36.tif,Wikipedia,EpsonV39-1,150,s8_36
Wikipedia\EpsonV39-1\150\s8_37.tif,Wikipedia,EpsonV39-1,150,s8_37
Wikipedia\EpsonV39-1\150\s8_38.tif,Wikipedia,EpsonV39-1,150,s8_38
Wikipedia\EpsonV39-1\150\s8_39.tif,Wikipedia,EpsonV39-1,150,s8_39
Wikipedia\EpsonV39-1\150\s8_40.tif,Wikipedia,EpsonV39-1,150,s8_40
Wikipedia\EpsonV39-1\150\s8_41.tif,Wikipedia,EpsonV39-1,150,s8_41
Wikipedia\EpsonV39-1\150\s8_42.tif,Wikipedia,EpsonV39-1,150,s8_42
Wikipedia\EpsonV39-1\150\s8_43.tif,Wikipedia,EpsonV39-1,150,s8_43
Wikipedia\EpsonV39-1\150\s8_44.tif,Wikipedia,EpsonV39-1,150,s8_44
Wikipedia\EpsonV39-1\150\s8_45.tif,Wikipedia,EpsonV39-1,150,s8_45
Wikipedia\EpsonV39-1\150\s8_46.tif,Wikipedia,EpsonV39-1,150,s8_46
Wikipedia\EpsonV39-1\150\s8_47.tif,Wikipedia,EpsonV39-1,150,s8_47
Wikipedia\EpsonV39-1\150\s8_48.tif,Wikipedia,EpsonV39-1,150,s8_48
Wikipedia\EpsonV39-1\150\s8_49.tif,Wikipedia,EpsonV39-1,150,s8_49
Wikipedia\EpsonV39-1\150\s8_50.tif,Wikipedia,EpsonV39-1,150,s8_50
Wikipedia\EpsonV39-1\150\s8_51.tif,Wikipedia,EpsonV39-1,150,s8_51
Wikipedia\EpsonV39-1\150\s8_52.tif,Wikipedia,EpsonV39-1,150,s8_52
Wikipedia\EpsonV39-1\150\s8_53.tif,Wikipedia,EpsonV39-1,150,s8_53
Wikipedia\EpsonV39-1\150\s8_54.tif,Wikipedia,EpsonV39-1,150,s8_54
Wikipedia\EpsonV39-1\150\s8_55.tif,Wikipedia,EpsonV39-1,150,s8_55
Wikipedia\EpsonV39-1\150\s8_56.tif,Wikipedia,EpsonV39-1,150,s8_56
Wikipedia\EpsonV39-1\150\s8_57.tif,Wikipedia,EpsonV39-1,150,s8_57
Wikipedia\EpsonV39-1\150\s8_58.tif,Wikipedia,EpsonV39-1,150,s8_58
Wikipedia\EpsonV39-1\150\s8_59.tif,Wikipedia,EpsonV39-1,150,s8_59
Wikipedia\EpsonV39-1\150\s8_60.tif,Wikipedia,EpsonV39-1,150,s8_60
Wikipedia\EpsonV39-1\150\s8_61.tif,Wikipedia,EpsonV39-1,150,s8_61
Wikipedia\EpsonV39-1\150\s8_62.tif,Wikipedia,EpsonV39-1,150,s8_62
Wikipedia\EpsonV39-1\150\s8_63.tif,Wikipedia,EpsonV39-1,150,s8_63
Wikipedia\EpsonV39-1\150\s8_64.tif,Wikipedia,EpsonV39-1,150,s8_64
Wikipedia\EpsonV39-1\150\s8_65.tif,Wikipedia,EpsonV39-1,150,s8_65
Wikipedia\EpsonV39-1\150\s8_66.tif,Wikipedia,EpsonV39-1,150,s8_66
Wikipedia\EpsonV39-1\150\s8_67.tif,Wikipedia,EpsonV39-1,150,s8_67
Wikipedia\EpsonV39-1\150\s8_68.tif,Wikipedia,EpsonV39-1,150,s8_68
Wikipedia\EpsonV39-1\150\s8_69.tif,Wikipedia,EpsonV39-1,150,s8_69
Wikipedia\EpsonV39-1\150\s8_70.tif,Wikipedia,EpsonV39-1,150,s8_70
Wikipedia\EpsonV39-1\150\s8_71.tif,Wikipedia,EpsonV39-1,150,s8_71
Wikipedia\EpsonV39-1\150\s8_72.tif,Wikipedia,EpsonV39-1,150,s8_72
Wikipedia\EpsonV39-1\150\s8_73.tif,Wikipedia,EpsonV39-1,150,s8_73
Wikipedia\EpsonV39-1\150\s8_74.tif,Wikipedia,EpsonV39-1,150,s8_74
Wikipedia\EpsonV39-1\150\s8_75.tif,Wikipedia,EpsonV39-1,150,s8_75
Wikipedia\EpsonV39-1\150\s8_76.tif,Wikipedia,EpsonV39-1,150,s8_76
Wikipedia\EpsonV39-1\150\s8_77.tif,Wikipedia,EpsonV39-1,150,s8_77
Wikipedia\EpsonV39-1\150\s8_78.tif,Wikipedia,EpsonV39-1,150,s8_78
Wikipedia\EpsonV39-1\150\s8_79.tif,Wikipedia,EpsonV39-1,150,s8_79
Wikipedia\EpsonV39-1\150\s8_80.tif,Wikipedia,EpsonV39-1,150,s8_80
Wikipedia\EpsonV39-1\150\s8_81.tif,Wikipedia,EpsonV39-1,150,s8_81
Wikipedia\EpsonV39-1\150\s8_82.tif,Wikipedia,EpsonV39-1,150,s8_82
Wikipedia\EpsonV39-1\150\s8_83.tif,Wikipedia,EpsonV39-1,150,s8_83
Wikipedia\EpsonV39-1\150\s8_84.tif,Wikipedia,EpsonV39-1,150,s8_84
Wikipedia\EpsonV39-1\150\s8_85.tif,Wikipedia,EpsonV39-1,150,s8_85
Wikipedia\EpsonV39-1\150\s8_86.tif,Wikipedia,EpsonV39-1,150,s8_86
Wikipedia\EpsonV39-1\150\s8_87.tif,Wikipedia,EpsonV39-1,150,s8_87
Wikipedia\EpsonV39-1\150\s8_88.tif,Wikipedia,EpsonV39-1,150,s8_88
Wikipedia\EpsonV39-1\150\s8_89.tif,Wikipedia,EpsonV39-1,150,s8_89
Wikipedia\EpsonV39-1\150\s8_90.tif,Wikipedia,EpsonV39-1,150,s8_90
Wikipedia\EpsonV39-1\150\s8_91.tif,Wikipedia,EpsonV39-1,150,s8_91
Wikipedia\EpsonV39-1\150\s8_92.tif,Wikipedia,EpsonV39-1,150,s8_92
Wikipedia\EpsonV39-1\150\s8_93.tif,Wikipedia,EpsonV39-1,150,s8_93
Wikipedia\EpsonV39-1\150\s8_94.tif,Wikipedia,EpsonV39-1,150,s8_94
Wikipedia\EpsonV39-1\150\s8_95.tif,Wikipedia,EpsonV39-1,150,s8_95
Wikipedia\EpsonV39-1\150\s8_96.tif,Wikipedia,EpsonV39-1,150,s8_96
Wikipedia\EpsonV39-1\150\s8_97.tif,Wikipedia,EpsonV39-1,150,s8_97
Wikipedia\EpsonV39-1\150\s8_98.tif,Wikipedia,EpsonV39-1,150,s8_98
